,address,lat,lon,name,subCategory
295,63 Boulevard Richard Lenoir,48.860338704164,2.3720598220825,Métro Richard-Lenoir [5],Subway
296,Rue Tiquetonne,48.864746522113,2.3475873470306,Rue Tiquetonne,Road
297,Place Louis Armand,48.84468057795,2.3729610443115,"Métro Gare de Lyon [1,14]",Subway
298,275 rue saint jacques,48.841035,2.3409419999999996,Paris American Academy,Embassy / Consulate
299,"11, rue Chardon-Lagache",48.844977125377,2.2688484191894998,Hôpital Sainte Perine,Hospital
300,Rue de la Verrerie,48.858235237082006,2.3522114753723,Rue de la Verrerie,Road
301,Gare de Paris-Montparnasse,48.839921457607005,2.3208725452423,Salon Grand Voyageur,Travel Lounge
302,Boulevard Raspail,48.842096304615005,2.3289299011230002,Métro Vavin [4],Subway
303,Rond-Point du Pont Mirabeau,48.846533970559996,2.2772008180617997,RER Javel [C],Train Station
304,Rue Amiral Mouchez,48.825314304501,2.3415532829618,Rue Amiral Mouchez,Road
305,Rue de Rivoli,48.855256350596,2.3604726791382005,Métro Saint-Paul — Le Marais [1],Subway
306,Boulevard de Belleville,48.869090436818,2.3803853988647004,Métro Couronnes [2],Subway
307,11 rue Drouot,48.873154,2.340766,Bibliothèque Drouot,Library
308,58 Avenue de Flandre,48.888437624647,2.3739266395569,Métro Riquet [7],Subway
309,3 Avenue Octave Gréard,48.856378279388,2.2931542815653,Alcatel-Lucent HQ,Office
310,32 Rue d'Avron,48.851814880720006,2.4011483788490002,Métro Buzenval [9],Subway
311,63 Boulevard Vincent Auriol,48.834953555134,2.3680955171585,Métro Chevaleret [6],Subway
312,7 Rue Foyatier,48.885097206077994,2.3426198959351,Funiculaire de Montmartre,Light Rail
313,Rue Mouffetard,48.842632940649004,2.3497009277344,Rue Mouffetard,Road
314,Rue Legendre,48.887675980604,2.3196897186617003,Rue Legendre,Road
315,35 avenue Montaigne,48.866839804699,2.3061193698387004,Ambassade du Canada,Embassy / Consulate
316,"57, rue de Babylone",48.851666627472,2.3167848587036,Hémicycle du Conseil régional IDF,Government Building
317,Port de Javel,48.841700884911006,2.2714984416962,Thalassa Boat,Boat or Ferry
318,Quai d'Austerlitz,48.842618818722,2.3648500442505,"Métro Gare d'Austerlitz [5,10]",Subway
319,23-37 rue Bergère,48.872721999999996,2.3435,Hôtel Bergère Opéra,Hotel
320,Avenue de la Porte de Vanves,48.827689715073994,2.3054337501526003,Métro Porte de Vanves [13],Subway
321,20 avenue de wagram,48.876594,2.297047,Dr Pannetier,Doctor's Office
322,2 rue jules cesar,48.848620279028,2.3681545257568,SIAAP,Government Building
323,141 bd mortier,48.872529706161004,2.4048343142344,Direction Générale de la Sécurité Extérieure,Government Building
324,1 Boulevard de Strasbourg,48.869400954053,2.3542499542236,"Métro Strasbourg—Saint-Denis [4,8,9]",Subway
325,Rue du Commerce,48.848733240796,2.2973442077637003,Rue du Commerce,Road
326,Route de la Porte des Sablons à la Porte Maillot,48.877722585061996,2.2709546282129,Petit Train du Jardin d'Acclimatation,Train
327,Avenue Foch,48.872844643985005,2.2840458963379,Avenue Foch,Road
328,Boulevard Lefebvre,48.828671472067,2.3008418083191002,Station Brancion [T3a],Light Rail
329,Rue Robert Esnault-Pellerie,48.86273146696,2.3144030570984,RER Invalides [C],Train Station
330,Perouse,48.869273,2.293217,Ipc,Medical Center
331,20 Avenue du Général Leclerc,48.831334126213996,2.3298525810242,Métro Mouton-Duvernet [4],Subway
332,6 Boulevard Haussmann,48.872012045476,2.339551448822,"Métro Richelieu—Drouot [8,9]",Subway
333,Boulevard Saint-Michel,48.846742252299,2.3404097557068,RER Luxembourg [B],Train Station
334,Rue Lecourbe,48.842138670827,2.3010778427124,Rue Lecourbe,Road
335,7 Place du 25 Août 1944,48.822095452077,2.3252391815186,"Arrêt Porte d'Orléans - Métro [125,128,187,188,194,197,295,297,299]",Bus Station
336,282 Avenue Daumesnil,48.834865279491,2.4054908752441,Métro Porte Dorée [8],Subway
337,Avenue de Suffren,48.854663375733004,2.2953701019287003,Avenue de Suffren,Road
338,Place de la Porte de Versailles,48.832379373514996,2.2879242897034,Métro Porte de Versailles [12],Subway
339,4 rue du Texel,48.837884762954,2.319378760866,Hadopi,Government Building
340,Avenue Henri Martin,48.864354810214,2.2721207141876,RER Avenue Henri Martin [C],Train Station
341,Rue de Boulainvilliers,48.856555223371004,2.2751462459564,RER Boulainvilliers [C],Train Station
342,Rue de Vaugirard,48.837356,2.296671,"Arrêt Convention Vaugirard [39,62,80]",Bus Station
343,"65, Avenue Franklin Roosevelt",48.871840999999996,2.310106,Consulat-Général du Brésil à Paris,Government Building
344,16 avenue Wagram,48.876061,2.296809,Salons Etoile Wagram,Meeting Room
345,2 place Baudoyer,48.856174035942004,2.3557466268539,Mairie Du 4ème Arr.,City Hall
346,9 Place d'Iéna,48.86400122449,2.2929604801512005,Palais d'Iéna,Government Building
347,Avenue de New York,48.862241444847,2.294233286178,Port Debilly,Boat or Ferry
348,25 passage Dubail,48.873610719256,2.3604646126672004,Pole Emploi,Government Building
349,1 Place du Palais Royal,48.862644067221005,2.3369597825048998,Conseil d'État,Government Building
350,1 Rue Molitor,48.845033610402005,2.2664451599121,Métro Chardon-Lagache [10],Subway
351,18 place des 5 marthyrs du lycee buffon,48.83951307178,2.3172054292336,Ministere du Travail (dicom),Government Building
352,139 Boulevard de l'Hôpital,48.835613852011996,2.3588418960571,Métro Campo-Formio [5],Subway
353,Esplanade de la Rotonde,48.897649956319,2.3856210708617995,Métro Porte de la Villette [7],Subway
354,26 rue Desaix,48.852912673863,2.293223956426,DILA (Direction de l'Information Légale et Administrative),Government Building
355,2 rue de Harlay,48.85680602157001,2.3433678122155,Maison Du Barreau,Convention Center
356,Rue Lepic,48.885912048925,2.334680557251,Rue Lepic,Road
357,2 rue de pyramides,48.864213673968,2.3322851054495,Cityrama,General Travel
358,rue dulong,48.885834512416004,2.3160352568345,Rue dulong,Road
359,37 rue Saint Lambert,48.836792649721005,2.2934159157917002,Maternité Catholique Sainte Félicité,Hospital
360,4 Rue d'Oradour-sur-Glane,48.831732,2.281487,Station Porte d'Issy [T2],Light Rail
361,,48.851686166801,2.3145742847918,Arrêt 82 92 87 St. François Xavier,Bus Line
362,Place de l'École Militaire,48.854325,2.305554,"Arrêt École Militaire [28,80,82,87,92]",Bus Station
363,Rue de Rome,48.884007200732,2.3185229301452996,Rue de Rome,Road
364,Place des Abbesses,48.884303515217,2.3385483026505,Métro Abbesses [12],Subway
365,Rue Saint-Jacques,48.843494370681,2.3416543006897004,Rue Saint-Jacques,Road
366,Avenue Gambetta,48.864912381182,2.3984527587891002,"Arrêt Gambetta – Mairie du 20e [26,60,61,64,La Traverse]",Bus Station
367,Rue Lamarck,48.89065268941,2.3336505889893,Rue Lamarck,Road
368,,48.825903557602,2.3359822334333,OrlyBus,Bus Line
369,Avenue de la Grande Armée,48.875314528097,2.2901129722595,Avenue de la Grande Armée,Road
370,144 rue des Pyrénées,48.85927327178,2.4022991934476,"Arrêt Pyrénées – Bagnolet [26,64,76]",Bus Station
371,Rue Santos-Dumont,48.832736023855,2.3043769598007002,Rue Santos-Dumont,Road
372,26 Av du Dr Arnold Netter,48.842411375078,2.4064757180276,Hôpital Armand Trousseau,Hospital
373,,48.835489,2.40621606,Kinesitherapeute,Medical Center
374,71 Boul. Diderot,48.847274703688,2.3857438764332004,Vélib' [12012],Bike Rental / Bike Share
375,48 rue de la Roquette,48.854726208782,2.3728026535154,OFII,Government Building
376,25 Avenue des Gobelins,48.836764936987,2.3517823219299,Métro Les Gobelins [7],Subway
377,Rue Gutenberg,48.84284212123,2.2797717154026,Rue Gutenberg,Road
378,Rue Poussin,48.848706302798995,2.2633471056467998,Rue Poussin,Road
379,88 Rue du Faubourg Saint-Antoine,48.851288932690004,2.37628698349,Métro Ledru-Rollin [8],Subway
380,1 Rue Gouthière,48.820862793763,2.3508542776107997,Station Poterne des Peupliers [T3a],Light Rail
381,,48.826538676831,2.3662313267390003,Inserm,Government Building
382,"9, Bd Murat",48.846273,2.2578669999999996,Perez-Rosenberg,Dentist's Office
383,Boulevard de l'Hôpital,48.839356546831,2.3612880706787003,Métro Saint-Marcel [5],Subway
384,53 rue de la victoire,48.875309,2.3351083,Centre d'affaires Paris Victoire,Convention Center
385,12 Square Desnouettes,48.834506009463,2.2843894580806,Vélib' [15-61],Bike Rental / Bike Share
386,139 Boulevard de Ménilmontant,48.867001452605,2.3829388618469,"Arrêt Belleville - Ménilmontant [96, N12,N23]",Bus Station
387,164 Rue de Vaugirard,48.844412271620996,2.3176217079162997,Métro Falguière [12],Subway
388,,48.890015241506994,2.3335904911133,Rue Damrémont,Road
389,Allée Jean Sablon,48.857772,2.268664,Allée Jean Sablon,Road
390,36 Quai des Orfèvres,48.85560407496801,2.3434601882746002,Direction de la Police Judiciaire,Police Station
391,44 Avenue victor hugo,48.871278130844004,2.2890615463257005,Arrêt Victor Hugo - Paul Valéry [52],Bus Station
392,Centre Pompidou,48.860734727339,2.3519660912732996,Bibliothèque Kandinsky,Library
393,41 Avenue Felix Faure,48.841035760551,2.2878540802694,Vélib' [15-69],Bike Rental / Bike Share
394,,48.879672006165,2.3084709435772,Consulado Geral de Portugal,Government Building
395,Cour de Vincennes,48.847264717933996,2.4087309837341,Métro Porte de Vincennes [1],Subway
396,12 quai de la Charente,48.896753951365994,2.3833577386377,Embarcadère Icade,Boat or Ferry
397,151 Avenue Parmentier,48.871067468141,2.3706692457581,Vélib' [10-113],Bike Rental / Bike Share
398,Place de la Bastille,48.852658503941,2.3688840866089,"Métro Bastille [1,5,8]",Subway
399,Quai de la Loire,48.8853617669,2.3748493194580003,Quai de la Loire,Road
400,Rue Montmartre,48.866881474512,2.3441970348358,Rue Montmartre,Road
401,139 Rue de Belleville,48.875201626308005,2.3894941806793,Métro Jourdain [11],Subway
402,81 rue de la Convention,48.8364456579,2.2935007189897,Arrêt Boucicaut [62],Bus Station
403,25 boulevard de picpus,48.842909999999996,2.401242,Centre Medico-social Elio Habib,Medical Center
404,7 bis Rue de Trétaigne,48.891822999999995,2.342007,Local du PS 18ème,Meeting Room
405,Rue de Chabrol,48.876893817185,2.3543864925293,Rue de Chabrol,Road
406,Avenue de Versailles,48.840853546459996,2.2651362419127996,Avenue de Versailles,Road
407,2 place de la Concorde,48.86664857504001,2.3224067687987997,Hôtel de la Marine,Capitol Building
408,Boulevard Ney,48.897795,2.344637,"Arrêt Porte de Clignancourt [PC3,56,85,137,166,255,341, N14,N44]",Bus Station
409,Avenue Gambetta,48.868356479329,2.4014246463776003,Métro Pelleport [3bis],Subway
410,247 rue de Tolbiac,48.826337054750006,2.3421049578641,Clinique Vétérinaire Drs Denizet Jacob,Medical Center
411,200 Avenue d'Italie,48.819057901255,2.3602044582367,Métro Porte d'Italie [7],Subway
412,Rue du Faubourg-Saint-Antoine,48.850625691106,2.382531558958,Rue du Faubourg-Saint-Antoine,Road
413,Boulevard Pereire,48.882271609209994,2.2923016548157,Boulevard Pereire,Road
414,Place Tristan Bernard,48.87880123705,2.2916442390466,Laboratoire d'analyse medicale Saint-Ferdinand,Medical Center
415,44 Avenue de la Porte d'Ivry,48.821297229807996,2.3697102069855,Métro Porte d'Ivry [7],Subway
416,40 avenue Vellefaux,48.875833,2.3703060000000002,Commissariat Paris 10,Police Station
417,4 rue Beaurepaire,48.871897114275,2.367008435638,Dr Isabelle Klère,Doctor's Office
418,80 Av Daumesnil,48.844181673468,2.3817466160206,Commissariat Central du 12ème Arr.,Police Station
419,18 rue du Sergent Bauchat,48.844840825023006,2.3923440962012004,Hôpital des Diaconesses,Hospital
420,Place Valhubert,48.843982000000004,2.36455,"Arrêt Gare d'Austerlitz [24,57,61,63,89,91,N01,N02,N31,N131,N133]",Bus Station
421,50 rue pierre charon,48.86916001888601,2.3024949821917997,Dentiste Pisson,Dentist's Office
422,19 rue pot de fer,48.842889890429,2.3478371285967996,"Caisse D'Allocation Familiale - ""Pot De Fer """,Government Building
423,119 Avenue de Flandre,48.890779664671,2.3769307136536004,Métro Crimée [7],Subway
424,10 rue de Bassano,48.868426281602,2.296740633333,Orange Rive Droite,Office
425,Rue de la Villette,48.876489441987,2.3876515401851,Rue de la Villette,Road
426,,48.819000736349004,2.3446978992716003,Maison du Sport,Government Building
427,21 Place du Panthéon,48.846346819577,2.344719883493,Mairie du 5ème Arrondissement,City Hall
428,54 rue de Varennes,48.854772616506004,2.3219938923479,Maison De La Recherche,Government Building
429,8 blvd du bois le pretre,48.899595743656995,2.3203936315887,Fourriere Porte Pouchet,Parking
430,Rue du Soleil,48.875052532349,2.3947341248147995,Rue du Soleil,Road
431,,48.826459644526,2.3481419199649,Rue De L'espérance,Road
432,47 boulevard de l'Hôpital,48.835401992999,2.3637771606445,Institut du Cerveau et de la Moelle épinière (ICM),Office
433,7 square Max Hymans,48.840889181854,2.3177618632542996,ARCEP,Government Building
434,Place de la Bastille,48.852493,2.368994,"Arrêt Bastille [20,29,65,69,87,91,Bb,N01,N02,N11,N16]",Bus Station
435,75016,48.867555122415,2.2857216049895,Avenue Raymond Poincare,Road
436,7 Place de Fontenoy,48.849665165657996,2.3061740398407005,UNESCO,Government Building
437,Rue de Charonne,48.85627992163,2.3922514915466,AGECA,Meeting Room
438,1 Rue Pau Casals,48.831108123929994,2.3773813247681,Vélib' [13-54],Bike Rental / Bike Share
439,"4, rue Boucry",48.893958990304,2.3623539204137005,Centre Des Impots,Government Building
440,,48.859415000000006,2.4095299999999997,Dr. Richemond,Medical Center
441,Île aux Cygnes,48.850035,2.279684,Statue de la Liberté,Monument / Landmark
442,50 rue Henry Farman,48.83491773608,2.2714481968481,Direction Générale de l'Aviation Civile,Government Building
443,90 Rue de la Chapelle,48.897254975399,2.3592281341552996,Métro Porte de la Chapelle [12],Subway
444,Quai de Valmy,48.878002926688005,2.366019487381,Écluse Valmy,Boat or Ferry
445,Rue d'Alésia,48.829441325605,2.3221707344055,Rue d'Alésia,Road
446,Boulevard Saint-Germain,48.852192571535,2.3397016525269,Boulevard Saint-Germain,Road
447,32 avenue Raphaël,48.857361,2.266159,Ambassade d'Afghanistan / سفارت افغانستان,Embassy / Consulate
448,"24, rue Edgar Faure",48.851996068231,2.2951901388062,Fat Tire Bike Tours - Paris,Bike Rental / Bike Share
449,33 boulevard barbès,48.887849354919005,2.3495255106509,Laboratoire Radios,Medical Center
450,Rue de la Convention,48.839384792521,2.2917652130127,Rue de la Convention,Road
451,,48.862105,2.282637,Rue Petrarque,Road
452,101 Quai Branly,48.856176578436006,2.2907771552212997,CIDJ,Library
453,Boulevard Henri IV,48.851636119076005,2.3642263277131,Garde Républicaine,Government Building
454,250 Rue de Vaugirard,48.839737287074,2.3026992782817004,Commissariat Central du 15ème Arr.,Police Station
455,Avenue de Clichy,48.889086634678,2.322793006897,Avenue de Clichy,Road
456,55 Boulevard de Port-Royal,48.837659346737006,2.3437347663784,Caserne des Pompiers (Port-Royal),Fire Station
457,12 Rue Carpeaux,48.891210361084006,2.3322406002337,Caserne des Pompiers (Montmartre),Fire Station
458,24 Rue Blanche,48.878589,2.331722,Caserne des Pompiers (Rue Blanche),Fire Station
459,188 Rue de Valmy,48.880902848214,2.3680901527405,Caserne des Pompiers (Château-Landon),Fire Station
460,Quai des orfevres,48.85527154108,2.3426130208391003,Paris En Seine,Boat or Ferry
461,rue Claude Debussy,48.884501057231,2.2888040542602996,Etat-Major de la Brigade de Sapeurs-Pompiers de Paris,Fire Station
462,6 Place Violet,48.844506367879,2.2904948600891,Caserne des Pompiers (Grenelle),Fire Station
463,Rue de Tolbiac,48.825860346776,2.3455166816711,Arrêt Vergniaud [62],Bus Line
464,Rue d'Amsterdam,48.878210194097,2.3268361962184,Rue d'Amsterdam,Road
465,82 Rue Henry Farman,48.833339851809995,2.2687196731567,Bouygues Telecom - Sequana,Office
466,95 rue Michel Ange,48.840260401014994,2.2582912445068,Centre De Gérontologie Henry Dunant,Hospital
467,14 rue Saint-Dominique,48.858990598198005,2.3208277364157004,Ministère de la Défense SGA,Government Building
468,quai de Seine,48.884648628471005,2.3719551177215,Navette MK2 - Zéro de Conduite,Boat or Ferry
469,Rue Henry Farman,48.834776,2.271273,Station Henri Farman [T2],Light Rail
470,,48.825545217479,2.2998509582252997,Insee,Government Building
471,rue de Ponthieu,48.87153217943499,2.306764125824,Rue de Ponthieu,Road
472,Av. Jean Jaurès,48.885912,2.382234,"Arrêt Jean Jaurès - Lorraine [60, N13, N43, N45]",Bus Station
473,26 Rue Louis Blanc,48.880804070198,2.366201877594,Commissariat Central du 10ème Arr.,Police Station
474,,48.883514686197,2.3097134527067005,Laboratoire d Analyses Medicales,Medical Center
475,60 Rue de Caumartin,48.875243964509,2.3291337490082,RER Haussmann — Saint-Lazare [E],Train Station
476,Rue au Maire,48.864715999999994,2.35581,Rue au Maire,Road
477,12 rue Auguste Laurent,48.857889709075,2.3813329729398,Croix Rouge Française,Medical Center
478,Rue Raymond Losserand,48.834978272285994,2.3199820518494,Rue Raymond Losserand,Road
479,Boulevard des Italiens,48.871207561562,2.3355603218079,Boulevard des Italiens,Road
480,1 rue d'Alésia,48.827330670108005,2.3357712524412997,Arrêt René Coty Bus Ligne 62,Bus Station
481,Rue Lauriston,48.867165368492,2.2886372542698,Rue Lauriston,Road
482,Boulevards des Maréchaux,48.827407191512,2.3066461086273,Station Porte de Vanves [T3a],Light Rail
483,Avenue Gambetta,48.871899136233,2.4043536186218,Métro Saint-Fargeau [3bis],Subway
484,1 rue de la Pierre Levée,48.866197329924,2.3710722567034996,CPAM Paris,Government Building
485,Rue des Canettes,48.851837051684,2.3335202025894,Rue des Canettes,Road
486,,48.873739539195995,2.3058586611501,Rue De Berri,Road
487,Rue Saint-Maur,48.863656073268004,2.3787975311279,Rue Saint-Maur,Road
488,66-78 Boulevard Gouvion-Saint-Cyr,48.878475674757006,2.2837829589844,"Arrêt Porte Maillot - Palais des Congrès [PC1,PC3,73,82,244,N11,N24,N153]",Bus Station
489,Avenue Gambetta,48.871077346927,2.4046776745006,Avenue Gambetta,Road
490,Ave. de la Porte Molitor,48.844871215783,2.2573041915894,Arrêt Porte Molitor [PC1],Bus Station
491,57 Boulevard des Invalides,48.84844116510801,2.3161100741147003,Ministère des Affaires Étrangères,Government Building
492,Rue Louis Armand,48.833314,2.276873,Station Suzanne Lenglen [T2],Light Rail
493,,48.88808820099,2.3543154995582003,Rue Doudeauville,Road
494,3 rue du Chateau d'eau,48.868936,2.362389,Bourse Du Travail,Convention Center
495,Avenue Frochot,48.881502567694,2.338097691536,Avenue Frochot,Road
496,Place de la Concorde,48.86547700368,2.3211193084717,Obélisque de la Concorde,Monument / Landmark
497,Rue du Sentier,48.869790029312,2.346214757905,Rue du Sentier,Road
498,56 rue de Lille,48.859537943738005,2.3263104534443997,Caisse des Dépôts et Consignations,Office
499,120 rue Tolbiac,48.826371450787,2.3605796639849,"Arrêt Choisy-Tolbiac [62,64]",Bus Station
500,,48.865006,2.261875,Barque 79,Boat or Ferry
501,,48.84757718081101,2.2658421091139,Radiologie d'Auteuil,Medical Center
502,3 Boulevard Serurier,48.87710680987799,2.4064350128173997,"Métro Porte des Lilas [3bis,11]",Subway
503,Place Ledit De Nantes,48.888522278607,2.3770380020142,Vélib' [19-125],Bike Rental / Bike Share
504,69 rue de Varenne,48.854839,2.3178650000000003,Hotel de Clermont,Government Building
505,,48.828282903245004,2.3923455436726,Fourriere de Bercy,Police Station
506,"14, rue des Cévennes",48.843734344697,2.2764420739025,Direction de la protection judiciaire de la jeunesse,Government Building
507,Rue de Turenne,48.8591191042,2.3648095135958,Rue de Turenne,Road
508,Rue Molitor,48.845317363480994,2.2614114921125,Rue Molitor,Road
509,,48.861441,2.345329,CNES,Government Building
510,Boulevard du Montparnasse,48.842760037815,2.3270630836487003,Boulevard du Montparnasse,Road
511,,48.880576748349,2.2946858980926,Rue Pierre Demours,Road
512,Rue Saint-André des Arts,48.853461520050004,2.3397961600603,Rue Saint-André des Arts,Road
513,,48.866277435466,2.3717472872599,Rue Jean-Pierre Timbaud,Road
514,Rue Pétion,48.858968073723,2.3811789126594998,Rue Pétion,Road
515,Port de Suffren,48.859787669915,2.327508633455,Batobus [Tour Eiffel],Boat or Ferry
516,Rue de lancry,48.872019292362005,2.3614119883653997,Rue de Lancry,Road
517,,48.859653,2.227762,Allée du Bord de l'Eau,Road
518,4 Boulevard Berthier,48.894241539928,2.3135106461844,Vélib' [17-106],Bike Rental / Bike Share
519,39 rue goferoy cavaignac,48.856357570993005,2.380428314209,Centre Des Finances Publiques,Government Building
520,Corentin cariou,48.896734674352,2.383233,On The Boat !,Boat or Ferry
521,Rue de Lévis,48.883344014334,2.3142099380492995,Rue de Lévis,Road
522,85 Boulevard Saint-Marcel,48.8368,2.3518630000000003,"Arrêt Les Gobelins [27,47,83,91,N01,N02,N15,N22]",Bus Station
523,246 boulevard Saint-Germain,48.857156175033,2.3247297499762003,"Ministère de l'Écologie, du Développement durable, des Transports et du Logement",Government Building
524,,48.87202352561,2.3385195155604,Centre Médical Haussmann,Doctor's Office
525,13 Passage Abel Leblanc,48.846098044138,2.3817641123530002,Établissement Français du Sang,Hospital
526,Rue Rottembourg,48.837740338488,2.403946666428,Cabinet Du dr Mohanna,Doctor's Office
527,1 rue Saint-Antoine,48.85323032415,2.3681223392487003,Docteur Jeanson,Doctor's Office
528,18-20 rue Faidherbe,48.852468172715,2.38346129107,Bibliothèque Faidherbe,Library
529,Rue de Passy,48.857741121256,2.279577255249,Rue de Passy,Road
530,Rue de Fécamp,48.835197330198,2.3993374277671,Rue de Fécamp,Road
531,,48.823619914686006,2.3210052121886,Boulevard Brune,Road
532,30 Rue de Cambrai,48.896202049253,2.3816772479714,Vélib' [19-33],Bike Rental / Bike Share
533,Avenue Montaigne,48.866690920479,2.3057770729065,Avenue Montaigne,Road
534,,48.856454770371,2.3572673757614,Rue du Roi de Sicile,Road
535,,48.849953,2.268031,Rue george sand,Road
536,130 boulevard Excelmans,48.846845028570996,2.2597784714286,Cabinet du Docteur Levy,Doctor's Office
537,95 avenue de France,48.83240740668101,2.3799345605801,"Direction de la Jeunesse, de l'Éducation Populaire et de la Vie Associative",Government Building
538,Rue Gros,48.851168916929,2.2751140594482,Rue Gros,Road
539,221 avenue jean jaurès,48.886931692298,2.386338765124,Cite De La Musique Mediatheque,Library
540,,48.876481840204,2.291707386642,Centre Laser Etoile,Medical Center
541,104 boulevard Richard Lenoir,48.863470919246,2.3713699949243,Vélib' [11-44],Bike Rental / Bike Share
542,Rue Sainte-Anne,48.868370593998,2.336483001709,Rue Sainte Anne,Road
543,,48.868272999999995,2.269005,Chez Marie,Library
544,66 Avenue Theophile Gautier,48.847151752853,2.2688698768616,"Arrêt Église d'Auteuil [22,52,62]",Bus Station
545,Rue de la Glacière,48.833682004967,2.34437836156,Rue de la Glacière,Road
546,,48.851083114692,2.2782317219879,Bus 72 - Radio France Pont De Grenelle,Bus Station
547,21 rue Truffaut,48.886476434455005,2.3205506801605003,Commissariat Central du 17ème Arr.,Police Station
548,Avenue Bugeaud,48.870558319497,2.281379699707,Avenue Bugeaud,Road
549,,48.896031672323,2.3807973667942997,Tribunal Des Affaires De Sécurité Sociale De Paris,Building
550,,48.858878999999995,2.269982,Dr Hervé,Dentist's Office
551,,48.873184,2.316932,Datar,Government Building
552,,48.841307149945,2.3666305192195,Cabinet Medical SNCF,Doctor's Office
553,,48.86052512776,2.3755398285232,Cabinet De Radiologie,Medical Center
554,,48.840875468430994,2.405957622191,rue du sahel,Road
555,Rue Octave Feuillet,48.861927,2.271256,Rue Octave Feuillet,Road
556,Rue Labat,48.889425245262004,2.3494112491607995,Rue Labat,Road
557,147 rue de Lourmel,48.840048561653994,2.2838473320007004,Clinique Vétérinaire Dr. Indjidjian,Veterinarian
558,,48.818841,2.445322,Route Saint-Hubert Bois de Vincennes,Road
559,127 Avenue du Général Leclerc,48.823871999999994,2.32577,"Arrêt Porte d'Orléans [28,38,68,N14,N21,N122]",Bus Station
560,41 Avenue Ernest Reyer,48.82235,2.3240540000000003,Arrêt Porte d'Orléans - Ernest Reyer [126],Bus Station
561,63 boulevard de Rochechouart,48.881801656914995,2.3400003963927,Le Bouglione,Capitol Building
562,Place Denfert-Rochereau,48.833664715301,2.3323845863342,"Arrêt Denfert Rochereau [38,68,88,216,OrlyBus,N14,N21]",Bus Station
563,rue montcalm,48.89210636282001,2.3360389623292996,Rue Montcalm,Road
564,28 av George V,48.8679836,2.30140305,Open World Forum Paris,Convention Center
565,Port de la râpée,48.841228026277,2.3724610984664,Le VIP Paris,Boat or Ferry
566,,48.852558978366005,2.2921743922896,Square Desaix,Meeting Room
567,,48.866245,2.2437259999999997,Rue des jockeys,Road
568,Rue Le Dantec,48.829624958647,2.3472332954407,Rue Le Dantec,Road
569,Chaussée de la Muette,48.85788338729,2.2741161683697997,Taxi Muette,Taxi
570,Porte de Champerret,48.885806344715995,2.2929871370699,Arrêt Porte de Champerret [PC 3],Bus Station
571,Rue des Batignolles,48.884318268288006,2.3217581536094998,Rue des Batignolles,Road
572,,48.843353,2.443445,Cabinet Dentaire du Dr Sanders,Dentist's Office
573,Rue Nélaton,48.853343275518,2.2881817817687997,Rue Nélaton,Road
574,Route des barrières,48.818579201107,2.4438883604951,Route Des Barrières,Road
575,Hôtel de Ville,48.856857284213,2.352517578507,Conseil de Paris,City Hall
576,,48.884916839652995,2.3216275932348,Dentiste Tobelem,Dentist's Office
577,16 rue Spontini,48.870826485719,2.2786331176758,Ambassade du Sri Lanka / இலங்கை தூதரகம்,Embassy / Consulate
578,"80, rue Spontini",48.865955680144,2.2757872445706,Clinique Ophtalmologique Lamartine,Hospital
579,Rue de la colonie,48.823554703466996,2.3518691036812998,Chez Dr Abib,Doctor's Office
580,47 Avenue Paul Doumer,48.860518886095,2.2815157828087997,"Arrêt La Tour [22,32]",Bus Station
581,126 Rue de l'Université,48.86063032776,2.3183375029737,Hôtel de Lassay,Government Building
582,96. rue des Poissoniers,48.89275699775,2.3524162580075,Shurgard,Parking
583,227 rue de Bercy,48.846250316302005,2.3689145492659,Mairie de Paris - Direction des Systèmes et Technologies de l'Information,Office
584,Rue Guy Moquet,48.892639,2.325621,Docteur Mifsud,Doctor's Office
585,Villa Ornano,48.894345841447,2.3495575525949,Villa Ornano,Road
586,Rue Damrémont,48.891693,2.334886,Arrêt Damrémont-Marcadet [95],Bus Station
587,Avenue Paul Doumer,48.861288954338,2.2830668434861003,Avenue Paul Doumer,Road
588,"15, Avenue Charles Floquet",48.855990500219,2.2940826416016002,Ambassade de la République Tchèque | Embassy of the Czech Republic,Embassy / Consulate
589,6 rue paganini,48.851045674172,2.4121159481458996,Centre des Finances Publiques,Government Building
590,Place Louis Lépine,48.854952804816996,2.3470830917358,Métro Cité [4],Subway
591,Rue du Ranelagh,48.853748872768,2.2771255284286003,Rue du Ranelagh,Road
592,Rue des Vinaigriers,48.873166149084994,2.363028554205,Rue des Vinaigriers,Road
593,Porte d'Auteuil,48.847602068689,2.2579794421067003,"Arrêt Porte d'Auteuil [32, 52, 123, 241, PC1]",Bus Station
594,,48.860785,2.2754119999999998,Bus 52 Nicolo / Jean-Richepin,Bus Station
595,,48.841588,2.376947,Pôle Emploi Bercy,Government Building
596,,48.84806836353,2.3513659482910003,Rue Des Ecoles,Road
597,8 rue Jarente,48.8553859161,2.3618234655774,Dr Subra - Dentiste,Dentist's Office
598,19 rue du Ranelagh,48.853592691515,2.2728655767343,Mafec 19 Rue du Ranelagh,Meeting Room
599,"Place Gambetta, Paris",48.864859,2.398331,Dentiste Ouakil-Lugassy,Dentist's Office
600,Avenue Kléber,48.8683141353,2.2910785675048997,Avenue Kléber,Road
